Age,Monthy Earnings,Gender,Home Loan ,How much aware are you about solar?,How much do you expect to at least save on your average electricity bill by installing a solar panel system?,Marital Status,Rooms,New Floor,Budget,Percentage of roof dedicated,Workplace,Would you like to go for solar,Which city is your house at?
2,2,1,No,4,>50%,1,4,0,0,1,3,0,Invillage
0,2,1,No,5,41% - 50%,2,4,0,0,1,3,0,32
0,1,1,No,4,10% - 20%,2,4,0,1,2,0,0,41
0,1,2,No,2,21% - 30%,2,4,0,0,0,2,2,38
0,1,1,No,5,31% - 40%,2,1,0,1,1,1,0,29
0,1,1,Yes,4,31% - 40%,2,4,0,0,2,0,3,10
0,1,1,No,4,21% - 30%,2,4,0,1,1,0,3,29
1,3,1,No,5,31% - 40%,2,4,0,0,1,1,2,29
1,3,1,No,5,41% - 50%,2,4,0,1,0,1,3,22
2,0,2,No,1,31% - 40%,1,3,0,0,1,0,2,22
0,3,1,Yes,4,10% - 20%,2,1,0,0,1,0,3,35
1,1,1,No,3,21% - 30%,1,1,0,0,1,3,2,6
0,0,2,No,5,41% - 50%,2,2,0,0,2,0,0,6
0,1,2,Yes,4,>50%,2,1,0,1,0,0,2,35
0,2,1,Yes,4,31% - 40%,2,3,0,3,2,1,2,35
0,1,1,No,4,10% - 20%,2,1,0,0,0,0,0,38
2,0,1,No,3,>50%,2,3,0,0,1,1,3,22
1,2,2,No,4,>50%,2,2,I donot own house,0,0,1,2,Assandh
1,1,1,No,4,10% - 20%,1,4,0,0,1,0,2,41
0,2,1,No,3,31% - 40%,2,2,0,0,2,0,3,21
2,1,1,No,2,10% - 20%,1,2,1,1,0,3,3,33
0,1,2,No,4,21% - 30%,2,3,0,0,1,0,2,10
1,3,1,No,5,10% - 20%,2,1,0,0,0,1,2,29
0,1,2,No,4,10% - 20%,2,1,0,0,1,1,3,29
0,1,2,No,4,21% - 30%,0,3,0,0,2,0,2,29
0,3,1,No,3,10% - 20%,2,2,0,0,0,1,2,29
1,1,1,No,4,10% - 20%,2,1,1,0,1,0,2,35
0,0,1,No,4,10% - 20%,2,2,0,0,0,0,2,33
0,1,2,Yes,4,10% - 20%,2,4,0,0,0,0,3,33
0,3,1,No,5,41% - 50%,2,1,1,0,1,1,0,36
0,3,1,No,5,10% - 20%,2,4,0,1,0,1,2,29
1,1,2,No,4,21% - 30%,2,2,0,0,0,3,2,13
0,1,2,No,4,31% - 40%,2,2,0,0,0,1,2,Vishakhapatnam
0,2,1,Yes,5,10% - 20%,2,2,0,0,0,0,2,22
1,1,2,No,5,>50%,2,2,0,1,3,1,2,29
0,3,2,No,5,10% - 20%,2,3,0,1,2,1,3,22
0,3,1,Yes,4,21% - 30%,2,3,0,1,1,1,2,10
0,3,1,No,5,31% - 40%,2,4,0,2,3,0,2,2
0,2,1,Yes,5,21% - 30%,2,2,0,0,1,1,2,13
0,1,2,Yes,2,31% - 40%,2,1,0,1,0,1,3,10
1,3,1,No,4,31% - 40%,2,2,0,1,2,3,0,38
1,0,1,No,4,41% - 50%,1,4,0,0,1,1,0,12
0,1,1,No,2,41% - 50%,2,2,0,0,1,1,3,12
0,2,1,No,3,21% - 30%,2,3,0,1,0,1,3,35
0,2,1,No,5,21% - 30%,2,1,0,0,0,1,0,17
1,3,1,No,3,21% - 30%,2,1,0,0,0,1,2,33
1,1,2,No,5,31% - 40%,2,3,0,1,1,3,2,12
0,3,2,No,5,21% - 30%,2,0,0,1,2,0,2,22
1,2,1,No,5,21% - 30%,2,3,0,0,0,1,2,33
0,1,2,No,3,21% - 30%,2,2,0,0,1,0,2,41
1,3,1,No,4,21% - 30%,2,2,0,0,0,1,2,12
0,2,1,Yes,5,21% - 30%,1,2,0,0,1,2,3,medinipur
1,0,1,No,5,21% - 30%,2,2,0,0,3,1,0,16
1,3,1,No,3,31% - 40%,2,4,0,2,3,3,3,33
0,3,2,No,4,>50%,2,3,0,0,1,0,2,22
0,2,1,No,4,21% - 30%,2,2,0,0,1,1,2,13
1,3,2,Yes,3,31% - 40%,2,2,0,1,2,1,2,36
0,3,1,No,3,21% - 30%,2,2,0,1,1,0,3,41
1,1,1,No,4,21% - 30%,2,1,0,1,0,1,2,13
0,1,1,No,3,31% - 40%,2,3,Maybe in future,0,2,1,0,13
1,1,2,No,4,41% - 50%,1,3,0,0,0,2,0,38
0,1,1,Yes,3,10% - 20%,2,2,0,0,0,2,0,29
0,1,2,Yes,3,21% - 30%,2,3,0,0,0,0,3,29
1,1,1,No,2,31% - 40%,2,3,1,0,1,1,3,39
0,3,1,No,5,21% - 30%,2,4,0,0,0,0,2,13
1,2,1,No,5,21% - 30%,2,3,0,1,2,1,3,22
0,3,1,No,4,41% - 50%,2,4,0,0,0,1,0,17
0,1,1,No,3,31% - 40%,2,1,0,1,3,1,2,29
1,3,1,Yes,5,21% - 30%,2,4,0,2,1,3,3,10
2,2,2,No,5,21% - 30%,1,4,0,1,0,3,2,10
0,2,1,No,3,>50%,2,1,0,0,1,0,0,29
0,1,1,No,4,31% - 40%,2,3,0,1,3,1,3,10
2,3,1,Yes,3,31% - 40%,1,4,0,1,2,2,3,29
0,1,1,No,4,10% - 20%,2,1,0,0,0,1,3,29
0,1,1,No,4,21% - 30%,2,0,0,1,1,0,2,Dallas
0,1,1,No,3,10% - 20%,2,1,0,0,0,0,3,35
1,3,2,Yes,3,41% - 50%,2,2,0,0,0,1,2,5
1,1,2,No,3,21% - 30%,2,2,0,0,0,0,3,Kangra(H.P)
0,1,1,No,5,21% - 30%,2,4,My job ,0,1,3,2,29
0,1,2,No,3,31% - 40%,2,4,0,0,0,0,2,NewYork
3,3,2,No,1,>50%,0,4,1,3,3,3,0,22
3,3,1,No,2,31% - 40%,1,3,0,0,3,2,3,22
0,3,2,No,4,31% - 40%,2,3,0,0,2,0,3,29
0,2,2,No,5,41% - 50%,2,2,0,2,1,3,2,29
1,2,1,Yes,5,>50%,2,3,0,0,0,1,0,13
1,3,2,No,4,31% - 40%,2,4,0,0,1,1,3,29
0,2,2,Yes,4,10% - 20%,2,4,1,0,3,0,2,29
1,3,1,Yes,5,>50%,1,3,1,3,2,2,3,5
0,1,2,Yes,3,31% - 40%,2,3,1,1,2,1,2,22
0,1,1,No,4,10% - 20%,2,2,0,0,0,1,2,41
0,3,2,No,5,41% - 50%,2,1,0,0,3,1,2,10
0,2,1,Yes,2,21% - 30%,2,4,1,0,1,0,2,10
1,3,2,No,3,31% - 40%,2,4,0,0,0,2,2,29
0,1,2,No,2,21% - 30%,2,2,0,2,0,1,2,29
0,3,1,No,4,10% - 20%,2,2,0,2,1,0,3,Paschimvihar
1,2,2,No,3,>50%,2,2,0,0,1,1,3,10
2,1,2,Yes,2,10% - 20%,1,3,0,0,1,0,3,12
0,3,2,No,4,31% - 40%,2,3,0,1,1,1,3,5
1,3,1,No,5,21% - 30%,2,4,0,2,0,3,3,38
0,2,2,Yes,5,31% - 40%,2,2,1,0,0,1,2,17
1,3,2,Yes,4,>50%,1,3,0,1,2,2,2,22
0,1,1,No,4,31% - 40%,2,3,0,2,2,1,3,10
1,3,2,No,2,41% - 50%,2,4,0,0,0,0,3,22
1,1,1,No,4,31% - 40%,2,0,0,1,0,3,0,22
3,3,1,No,5,41% - 50%,1,4,0,1,0,2,3,Jaipatna
0,3,1,No,5,>50%,2,4,0,1,2,2,3,13
0,0,1,Yes,4,31% - 40%,2,4,Budget,0,1,0,3,10
0,2,2,Yes,2,41% - 50%,2,4,1,2,1,1,2,36
0,3,2,Yes,3,>50%,2,4,0,2,1,0,3,13
0,1,1,No,3,41% - 50%,2,1,1,0,2,2,2,29
1,2,1,No,5,41% - 50%,2,4,0,0,1,1,3,22
2,1,1,No,3,41% - 50%,1,4,Not yet decided,0,0,2,2,10
1,0,2,No,2,41% - 50%,2,4,0,0,1,1,2,10
0,3,2,No,5,21% - 30%,2,4,0,1,3,0,0,10
0,1,2,No,4,21% - 30%,2,3,0,0,0,1,3,21
0,3,2,Yes,4,21% - 30%,2,4,0,0,0,2,2,38
0,2,1,No,5,31% - 40%,2,3,0,1,1,3,3,13
2,3,1,Yes,3,>50%,1,3,0,3,1,1,0,13
2,3,1,No,4,21% - 30%,1,4,0,0,1,1,3,22
2,3,2,Yes,1,31% - 40%,1,2,0,0,2,2,2,13
0,3,2,No,3,31% - 40%,2,3,0,0,1,1,3,38
0,1,2,No,3,10% - 20%,2,2,0,0,0,1,0,19
0,1,2,Yes,2,31% - 40%,2,4,0,0,0,0,3,17
1,3,2,No,3,10% - 20%,2,2,0,0,0,1,2,5
0,1,2,No,3,10% - 20%,2,4,0,0,0,1,0,22
2,3,1,Yes,3,21% - 30%,1,3,0,0,0,1,3,13
0,0,1,No,5,31% - 40%,2,1,0,0,1,2,0,38
1,1,2,Yes,4,10% - 20%,2,3,0,0,0,1,3,32
0,1,2,Yes,3,31% - 40%,2,2,0,0,0,0,3,10
0,2,2,No,3,31% - 40%,2,4,0,1,0,0,3,32
0,1,2,No,3,21% - 30%,2,1,0,1,1,1,2,29
0,3,2,No,5,10% - 20%,2,4,1,0,0,0,3,38
0,2,2,No,3,21% - 30%,2,4,0,0,1,3,2,29
3,3,2,No,2,>50%,1,2,0,0,0,0,0,29
0,1,1,No,4,21% - 30%,2,1,0,0,2,1,2,39
1,2,1,No,5,>50%,2,2,1,1,2,2,3,Delhi&NCR
1,3,1,No,5,21% - 30%,2,1,0,1,0,0,3,33
0,1,1,No,3,41% - 50%,2,4,0,1,1,0,2,38
0,3,2,No,5,21% - 30%,2,4,0,0,1,2,0,21
0,1,2,Yes,3,21% - 30%,2,4,0,2,1,0,3,38
1,0,2,No,4,31% - 40%,2,1,0,1,1,1,3,38
0,2,1,No,4,21% - 30%,2,2,1,1,0,0,2,38
0,0,1,No,4,41% - 50%,2,3,1,1,2,0,2,17
0,1,2,No,4,21% - 30%,2,2,0,1,0,1,2,36
1,1,2,No,4,31% - 40%,2,3,0,0,2,0,2,10
0,3,2,No,4,>50%,2,2,0,0,0,3,0,21
0,3,2,No,3,31% - 40%,2,4,0,2,1,0,2,41
0,1,1,No,5,31% - 40%,2,4,0,2,1,0,0,29
0,2,1,No,3,21% - 30%,2,2,0,0,0,1,3,21
0,3,1,Yes,5,31% - 40%,2,2,0,1,2,0,2,6
0,1,2,No,2,31% - 40%,2,3,0,0,0,1,3,10
0,2,2,No,5,>50%,2,4,1,1,0,3,3,13
0,2,1,No,3,31% - 40%,2,0,0,1,2,1,3,21
0,3,2,No,2,41% - 50%,2,4,0,0,0,1,3,CentroHistórico
0,1,2,No,3,21% - 30%,2,2,0,0,0,0,2,36
0,2,2,No,3,41% - 50%,2,4,0,1,1,0,2,22
2,3,1,Yes,3,31% - 40%,1,2,0,2,1,1,2,16
1,3,2,No,5,21% - 30%,2,2,0,2,1,1,2,38
1,1,1,No,2,10% - 20%,2,2,0,0,1,3,2,38
0,3,1,No,5,41% - 50%,2,3,0,1,3,2,0,Raigarh(mh)
0,2,2,Yes,4,>50%,2,2,0,1,3,1,2,13
0,1,1,Yes,4,41% - 50%,2,4,0,3,1,2,2,13
0,1,2,No,3,31% - 40%,2,3,0,0,0,1,3,16
2,3,1,No,5,21% - 30%,1,4,0,1,0,0,2,21
0,3,1,No,2,10% - 20%,2,4,1,0,3,1,0,22
1,1,2,No,2,21% - 30%,2,2,0,0,0,1,0,MeerutCantt
1,3,1,No,4,41% - 50%,1,1,0,0,0,3,3,Kakatpur
2,1,2,No,4,10% - 20%,2,2,0,0,0,3,3,38
0,2,2,Yes,4,21% - 30%,2,2,0,1,1,2,3,17
0,1,1,No,4,21% - 30%,2,3,0,1,1,1,3,38
1,3,1,No,5,>50%,2,4,0,1,1,1,2,10
0,3,2,No,4,41% - 50%,2,4,0,1,0,1,0,10
1,3,1,No,4,21% - 30%,2,2,0,1,1,1,2,Mau(up)
0,0,1,Yes,1,21% - 30%,2,4,0,0,1,2,3,29
0,1,2,No,2,21% - 30%,2,2,0,0,0,0,0,41
1,1,2,No,2,21% - 30%,2,2,0,0,3,1,2,38
0,1,2,No,4,31% - 40%,2,2,0,0,1,0,2,16
0,0,1,No,3,21% - 30%,2,3,0,1,1,1,3,29
0,2,1,Yes,5,>50%,2,4,0,2,3,0,2,29
2,3,1,No,3,>50%,1,4,0,1,1,3,3,38
1,1,1,No,5,41% - 50%,1,3,0,0,0,3,2,10
0,1,2,No,4,21% - 30%,2,1,0,0,1,0,0,29
0,1,2,No,5,>50%,2,4,0,0,1,1,3,10
0,1,1,No,3,>50%,2,2,0,2,1,0,2,22
2,1,1,No,4,21% - 30%,1,4,0,1,1,1,2,13
2,3,2,No,3,41% - 50%,1,4,0,0,1,1,3,21
0,1,1,No,3,41% - 50%,2,3,0,1,1,2,0,41
1,3,1,Yes,3,41% - 50%,2,1,0,1,1,1,3,13
0,1,1,No,5,41% - 50%,2,3,0,0,2,2,0,29
2,1,1,No,4,10% - 20%,1,1,0,0,0,0,3,38
0,1,2,Yes,3,41% - 50%,2,4,0,0,1,0,3,17
1,3,2,No,4,10% - 20%,1,1,0,0,0,1,2,21
0,3,1,No,4,41% - 50%,2,4,1,0,1,1,0,13
1,3,1,Yes,5,10% - 20%,1,4,0,1,0,1,3,29
0,3,2,No,4,21% - 30%,2,4,0,1,0,0,0,10
1,1,1,No,5,41% - 50%,2,4,0,0,0,2,3,10
1,2,1,No,2,21% - 30%,2,4,0,2,2,3,2,19
1,2,1,No,5,10% - 20%,2,1,0,0,0,0,0,JagatsinghPur
0,0,2,No,5,31% - 40%,2,1,1,0,1,0,3,38
0,3,1,No,2,21% - 30%,2,2,0,0,1,1,3,29
1,1,1,No,3,21% - 30%,2,0,0,2,1,1,2,39
1,3,2,No,4,21% - 30%,2,3,0,1,1,0,3,17
0,2,1,No,4,>50%,2,4,0,0,1,0,3,12
1,3,1,No,5,>50%,2,2,0,0,2,2,3,38
1,3,1,No,4,21% - 30%,1,1,0,0,0,3,3,10
1,1,1,No,3,31% - 40%,2,4,0,0,1,1,2,13
1,1,1,No,4,21% - 30%,2,3,0,1,1,1,3,29
0,2,1,No,4,31% - 40%,2,4,0,0,0,2,2,17
2,1,2,No,4,31% - 40%,1,3,0,0,2,1,2,38
0,1,1,No,4,31% - 40%,2,3,0,2,0,0,2,6
2,2,2,No,4,21% - 30%,1,3,0,1,1,0,3,29
1,3,1,No,5,21% - 30%,2,1,0,0,3,1,2,10
1,2,2,No,3,31% - 40%,2,0,0,0,0,0,2,13
2,3,1,No,5,21% - 30%,1,4,0,1,0,1,2,38
1,1,1,No,3,21% - 30%,2,4,0,2,2,1,0,5
0,1,1,No,4,31% - 40%,2,4,1,0,1,2,2,14
1,2,1,No,3,41% - 50%,2,3,0,2,1,0,3,13
0,1,2,No,5,31% - 40%,2,3,0,0,1,0,0,13
0,2,1,No,5,21% - 30%,2,3,1,1,0,1,3,17
1,3,1,Yes,4,>50%,1,3,0,3,1,1,2,16
0,3,1,No,3,31% - 40%,2,4,1,0,2,0,3,10
0,2,2,Yes,3,10% - 20%,2,1,0,0,0,1,0,10
0,3,2,No,5,31% - 40%,2,4,0,1,1,0,2,Bhubanneswar
1,3,2,Yes,3,21% - 30%,1,3,0,2,1,1,2,10
0,1,2,No,3,41% - 50%,2,4,1,0,0,1,2,38
0,3,2,No,5,10% - 20%,2,4,0,3,0,0,3,29
2,1,1,Yes,4,31% - 40%,1,3,0,0,1,3,2,29
0,0,1,No,4,21% - 30%,2,4,0,0,0,2,2,Ghaziabd
0,2,2,No,4,21% - 30%,2,2,1,1,1,0,2,Mulund
1,2,2,No,1,21% - 30%,1,0,0,0,1,1,3,22
1,3,1,No,5,>50%,2,3,0,2,3,1,3,22
1,2,1,No,4,21% - 30%,2,1,0,0,0,1,3,22
0,2,2,No,4,21% - 30%,2,3,0,1,1,0,2,7
0,1,1,Yes,2,21% - 30%,2,4,0,1,0,0,0,29
1,1,2,No,4,10% - 20%,2,4,0,0,1,1,3,36
1,1,1,No,5,41% - 50%,2,3,1,0,1,1,2,5
1,3,1,No,3,21% - 30%,2,3,0,1,2,0,3,BINA
0,2,2,No,3,31% - 40%,1,4,0,0,0,1,2,36
1,1,1,No,5,31% - 40%,2,2,0,0,1,3,3,36
1,1,1,No,4,21% - 30%,2,0,0,0,1,1,2,29
1,1,1,No,5,21% - 30%,2,2,1,0,1,1,0,22
1,1,1,No,4,41% - 50%,2,2,0,0,3,1,0,22
0,0,2,Yes,2,41% - 50%,2,2,0,0,1,0,0,13
0,1,2,No,2,31% - 40%,2,2,0,0,0,1,3,29
1,3,1,Yes,4,31% - 40%,2,4,0,0,3,1,2,21
0,2,2,No,3,31% - 40%,2,2,0,1,1,1,2,41
1,3,1,No,3,21% - 30%,2,2,0,2,0,2,2,29
2,0,1,No,2,21% - 30%,1,4,0,0,1,1,0,38
1,3,2,Yes,2,41% - 50%,2,4,1,0,1,1,3,22
0,2,1,No,2,31% - 40%,2,1,0,1,1,2,2,38
0,2,2,No,4,31% - 40%,2,1,0,0,0,1,2,29
0,1,1,No,5,21% - 30%,2,2,0,1,0,1,2,10
0,3,2,No,5,21% - 30%,2,2,0,1,1,1,2,17
0,1,1,No,5,>50%,2,1,0,0,2,1,3,29
0,3,1,Yes,4,41% - 50%,2,2,0,0,2,3,0,13
0,2,2,No,5,10% - 20%,2,3,0,0,1,3,0,29
0,3,2,Yes,2,21% - 30%,2,1,0,0,0,1,2,29
2,1,1,No,3,31% - 40%,1,4,0,0,1,3,2,22
2,1,1,Yes,5,>50%,1,0,0,2,3,1,3,39
0,1,1,Yes,5,31% - 40%,2,4,0,1,0,1,0,17
0,0,1,No,4,21% - 30%,2,1,0,2,0,1,2,17
1,1,2,No,5,31% - 40%,2,2,0,1,1,1,2,29
2,2,1,Yes,3,10% - 20%,1,3,0,0,0,1,2,29
1,0,1,Yes,5,10% - 20%,2,4,0,0,1,1,0,10
1,3,1,No,4,31% - 40%,1,2,0,1,0,3,0,29
0,2,1,Yes,4,10% - 20%,2,4,0,1,0,1,3,10
0,3,2,No,5,>50%,2,3,1,3,3,1,2,Hhbhhhbbbhjj
1,0,2,No,1,10% - 20%,2,2,0,0,0,1,3,16
0,1,1,No,3,41% - 50%,2,2,0,0,1,3,3,22
2,3,1,Yes,4,31% - 40%,1,1,0,0,1,1,2,10
0,1,1,No,4,21% - 30%,2,2,0,0,0,1,0,13
1,3,2,No,3,21% - 30%,1,4,0,1,0,1,2,10
0,3,2,No,5,41% - 50%,2,3,0,1,2,1,2,22
3,1,1,No,3,41% - 50%,1,2,0,0,3,3,2,21
0,1,1,No,3,31% - 40%,2,4,0,1,1,2,3,11
1,1,1,No,1,>50%,2,2,0,1,3,1,2,22
0,3,2,No,5,10% - 20%,2,2,0,0,0,1,2,13
1,1,2,Yes,1,10% - 20%,2,4,0,0,0,1,0,38
0,1,2,No,5,41% - 50%,2,4,0,0,1,0,2,10
1,1,1,No,1,31% - 40%,2,4,0,0,3,1,2,38
0,1,2,No,4,41% - 50%,2,4,1,0,2,1,2,21
1,1,2,No,3,31% - 40%,2,4,0,0,1,1,2,38
0,3,2,No,5,41% - 50%,2,4,1,0,0,1,3,22
0,2,1,No,3,10% - 20%,2,3,0,1,0,0,3,Kurawar
0,3,1,No,4,41% - 50%,2,4,0,1,2,2,3,Sardarshahar
1,1,1,No,5,31% - 40%,1,4,0,0,2,2,3,21
0,1,1,No,3,21% - 30%,2,4,0,0,1,1,2,12
2,3,2,No,2,21% - 30%,1,2,0,1,1,1,2,38
1,3,2,No,4,41% - 50%,1,4,1,0,0,1,2,33
0,1,2,No,2,31% - 40%,2,2,0,0,0,1,2,11
0,2,2,No,5,21% - 30%,2,4,0,1,1,0,0,38
0,3,1,Yes,3,31% - 40%,2,2,0,1,1,2,3,13
0,1,1,No,4,41% - 50%,2,4,0,0,1,2,3,32
0,1,2,No,3,21% - 30%,2,2,0,0,1,0,2,22
0,2,1,No,1,10% - 20%,2,4,0,0,1,1,2,38
1,1,2,No,4,31% - 40%,2,4,0,0,1,1,3,29
1,3,1,No,5,31% - 40%,2,2,0,0,0,1,3,33
0,0,1,No,1,41% - 50%,2,2,1,0,3,3,3,29
2,1,1,Yes,3,41% - 50%,1,1,0,3,3,3,2,36
1,1,1,No,5,21% - 30%,2,3,0,1,1,2,2,38
0,3,2,No,3,21% - 30%,2,4,0,1,1,3,0,10
1,1,1,No,5,41% - 50%,1,1,0,1,0,1,0,21
0,1,2,No,4,21% - 30%,2,4,1,0,3,3,3,29
2,3,1,Yes,5,21% - 30%,1,3,0,1,1,3,3,22
2,2,2,No,3,41% - 50%,1,1,0,0,1,1,3,10
0,3,2,No,3,10% - 20%,2,3,0,0,0,2,3,22
0,1,1,No,2,21% - 30%,2,0,0,0,0,1,2,36
1,1,1,Yes,1,31% - 40%,1,4,0,0,2,1,2,10
0,3,2,No,3,41% - 50%,2,3,0,0,1,1,0,13
1,1,2,No,1,31% - 40%,2,3,0,0,0,2,3,10
0,3,2,No,1,21% - 30%,2,1,0,0,1,1,2,29
0,3,1,No,3,21% - 30%,2,2,0,1,1,0,3,29
2,1,1,No,2,21% - 30%,1,3,0,2,1,1,3,33
0,1,2,Yes,3,41% - 50%,2,4,0,1,2,0,2,10
2,2,2,No,2,>50%,1,1,0,0,0,0,0,10
2,3,1,No,3,>50%,1,4,0,3,2,1,2,10
1,2,1,No,3,21% - 30%,2,1,0,0,0,0,3,33
1,1,1,No,2,>50%,1,4,0,0,1,3,2,10
1,1,1,Yes,4,21% - 30%,1,2,0,0,1,3,0,10
0,1,1,No,5,41% - 50%,2,1,0,0,0,0,0,5
1,2,2,No,3,21% - 30%,2,4,0,0,1,1,0,12
2,3,1,Yes,4,>50%,1,4,0,1,0,1,2,10
1,1,2,No,3,21% - 30%,1,3,0,0,0,1,3,29
2,3,1,No,5,10% - 20%,1,3,0,3,3,3,3,10
1,1,1,No,3,10% - 20%,1,3,0,0,1,3,2,10
2,2,1,Yes,4,10% - 20%,1,2,0,0,0,3,3,16
2,3,2,No,3,21% - 30%,1,4,0,0,3,1,0,29
2,1,1,No,3,21% - 30%,1,4,0,1,1,1,2,13
0,3,1,No,3,21% - 30%,2,4,1,1,0,3,3,22
3,3,2,No,5,31% - 40%,1,3,0,1,0,2,3,22
0,1,2,No,3,31% - 40%,2,1,0,0,1,1,3,10
0,0,1,No,1,10% - 20%,2,4,0,0,0,2,3,29
2,2,1,No,5,>50%,1,2,0,0,3,3,3,13
1,0,1,No,1,>50%,2,3,0,0,0,1,0,10
0,0,2,Yes,3,21% - 30%,2,4,0,0,2,1,3,Vadodra
0,3,2,No,5,21% - 30%,2,3,0,0,0,1,3,21
0,1,2,No,2,>50%,2,4,0,0,0,0,0,13
0,1,1,No,4,41% - 50%,2,2,0,0,1,0,3,10
2,2,1,No,2,>50%,1,1,0,0,0,2,0,38
0,0,1,No,3,10% - 20%,2,3,0,0,1,2,3,10
0,1,2,No,3,21% - 30%,2,4,0,1,0,1,2,10
1,0,2,No,2,41% - 50%,2,2,0,0,1,0,0,Rohini
1,2,2,No,3,31% - 40%,1,2,0,1,1,1,0,13
0,3,1,No,4,10% - 20%,2,3,0,3,3,1,3,29
0,2,1,No,1,10% - 20%,2,4,0,0,0,3,0,29
2,1,1,No,4,>50%,1,2,0,1,0,3,0,13
0,1,1,No,4,21% - 30%,2,3,0,1,1,2,3,13
0,0,2,No,1,>50%,2,2,1,0,0,1,0,38
1,3,1,No,2,10% - 20%,2,3,0,1,0,0,3,41
2,3,2,No,5,31% - 40%,1,2,0,1,1,1,3,29
1,3,2,Yes,5,31% - 40%,2,3,0,1,1,0,2,13
1,3,2,No,5,21% - 30%,1,3,0,0,0,1,3,22
0,3,1,No,4,21% - 30%,2,2,0,1,1,1,0,10
0,3,2,No,3,>50%,2,2,0,0,3,0,3,38
0,1,1,No,4,21% - 30%,2,4,0,1,0,0,3,38
2,3,2,No,3,21% - 30%,1,2,0,1,1,1,0,38
1,3,2,Yes,3,21% - 30%,2,3,0,1,1,0,2,38
0,3,1,No,3,31% - 40%,2,3,0,0,0,0,2,29
0,3,1,No,5,31% - 40%,2,0,0,0,1,0,3,17
1,3,1,Yes,5,21% - 30%,2,4,0,1,1,0,2,29
0,1,2,No,3,41% - 50%,2,2,0,0,0,0,2,29
0,1,1,No,5,21% - 30%,2,4,0,0,3,0,3,41
0,2,1,No,3,21% - 30%,2,2,0,0,1,1,2,22
0,1,2,Yes,3,31% - 40%,2,3,0,0,2,0,2,21
0,3,1,No,2,21% - 30%,2,4,0,2,1,1,0,38
0,3,2,No,1,41% - 50%,2,4,0,1,0,2,0,10
0,1,2,Yes,3,31% - 40%,2,2,1,0,1,0,0,13
1,1,2,No,5,>50%,1,2,0,0,0,1,3,10
1,3,2,No,4,21% - 30%,1,3,0,0,1,1,2,Gharaunda
0,2,1,Yes,3,31% - 40%,2,3,0,1,0,1,3,13
0,1,2,No,4,31% - 40%,2,3,0,1,1,1,3,13
1,3,2,No,5,>50%,2,3,0,1,1,1,3,10
0,1,2,No,3,21% - 30%,2,2,0,0,1,1,3,Bbsr
0,2,1,No,5,21% - 30%,2,2,0,1,0,0,3,10
0,1,2,No,2,31% - 40%,2,4,0,0,0,1,0,38
0,1,1,No,4,31% - 40%,2,1,0,0,1,1,2,29
0,3,1,No,3,21% - 30%,2,4,0,0,3,1,3,Midnapore
1,0,1,No,3,31% - 40%,2,2,0,1,0,0,2,29
2,2,1,Yes,5,41% - 50%,1,1,1,1,2,1,2,10
1,2,1,No,1,41% - 50%,1,2,0,0,0,1,3,33
0,1,1,No,3,>50%,2,4,0,0,0,1,0,10
0,0,1,No,3,10% - 20%,2,2,0,0,0,1,3,16
0,3,1,No,4,21% - 30%,2,4,1,0,2,0,3,Karanjia
0,3,2,No,3,31% - 40%,2,4,0,1,0,0,2,10
0,1,1,No,3,21% - 30%,2,1,0,0,0,1,0,10
1,1,1,No,2,10% - 20%,1,2,0,0,0,3,0,10
0,1,2,No,3,10% - 20%,2,2,0,0,0,1,0,10
2,1,2,No,3,10% - 20%,1,1,0,0,0,0,0,29
1,1,1,No,2,31% - 40%,2,1,0,0,0,1,3,17
1,3,2,No,2,>50%,1,1,0,0,1,2,0,29
1,1,1,No,3,21% - 30%,1,1,0,0,0,1,2,29
1,0,1,No,3,21% - 30%,2,3,0,1,2,2,2,10
1,2,2,No,5,21% - 30%,2,3,0,2,1,1,2,10
0,1,2,No,2,10% - 20%,2,2,0,0,0,0,0,14
2,3,1,Yes,5,21% - 30%,1,3,0,0,1,3,3,32
2,3,2,No,1,>50%,1,3,0,0,0,3,2,16
1,1,2,No,2,>50%,2,4,1,1,3,2,3,13
0,2,1,Yes,2,10% - 20%,2,4,0,0,0,0,0,13
0,1,1,Yes,4,21% - 30%,2,1,0,0,1,3,2,22
0,1,2,Yes,3,31% - 40%,2,0,0,0,1,0,3,22
0,1,2,Yes,4,>50%,2,1,0,0,0,0,0,22
0,2,1,No,4,31% - 40%,2,0,1,1,1,0,3,Mahalakshmi
2,1,2,Yes,1,21% - 30%,1,0,0,1,1,0,3,नवीmumbai
2,1,1,Yes,2,21% - 30%,1,0,0,1,1,3,3,22
2,3,2,No,1,41% - 50%,1,0,0,0,0,0,3,22
0,0,1,No,5,10% - 20%,2,3,0,0,0,0,3,38
2,1,2,No,3,31% - 40%,1,2,1,1,0,0,3,22
0,3,1,No,5,21% - 30%,2,3,0,0,1,0,3,22
0,1,2,No,5,21% - 30%,2,2,1,2,1,2,3,22
0,2,2,Yes,5,31% - 40%,2,1,0,0,1,1,0,Ghansoli
0,2,1,No,5,>50%,2,2,1,0,0,0,2,22
0,1,2,No,4,31% - 40%,2,2,1,1,2,0,2,Vashi
0,0,2,No,1,10% - 20%,2,0,0,0,0,0,3,22
1,1,2,No,4,31% - 40%,2,0,0,0,0,1,2,22
